"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
20569,"MPKUS10223PS","Request for Quotation","Kusile Power Station Project - Witbank/Ogies - Mpumalanga - 1034","ESKOM",true,"Monday, 23 May 2022 - 10:00","Wednesday, 20 April 2022","2022-04-20T00:00:00","Thursday, 12 May 2022 - 10:00","2022-05-23T10:00:00","2022-05-12T10:00:00","Closed","Civil engineering","Temporary Belt Was Facility","National","Theo Lebotha","Kusile724@eskom.co.za","013-699-7086","N/A","MS team,Link will be uploaded"," Yes"," NO","Tenderers must confirm their intention to attend clarification meeting with the Eskom Representative stating the name, position and contact details (email address) of each proposed attendee. "
20571,"MPKUS10223PS","Request for Proposal","Kusile Power Station Project - Witbank/Ogies - Mpumalanga - 1034","ESKOM",true,"Monday, 23 May 2022 - 10:00","Wednesday, 20 April 2022","2022-04-20T00:00:00","Thursday, 12 May 2022 - 10:00","2022-05-23T10:00:00","2022-05-12T10:00:00","Closed","Civil engineering","Temporary Belt Was Facility","National","Theo Lebotha","Kusile724@eskom.co.za","013-699-7086","N/A",," Yes"," NO","Tenderers must confirm their intention to attend a clarification meeting with the Eskom Representative stating the name, position and contact details (email address) of each proposed attendee. "
20193,"RFP/SCM/2022/12","Request for Proposal","Corner Artillery and Henley Road - Auckland Park - Johannesburg - 2006","South African Broadcasting Corporation Limited",true,"Wednesday, 04 May 2022 - 12:00","Friday, 08 April 2022","2022-04-08T00:00:00","Wednesday, 20 April 2022 - 12:00","2022-05-04T12:00:00","2022-04-20T12:00:00","Closed","Administrative and support activities","APPOINTMENT OF A PANEL OF SERVICE PROVIDERS FOR THE PROVISION OF CAR RENTAL SERVICES FOR SABC FOR A PERIOD OF FIVE (5) YEARS(RE_ADVERT","National","Tumelo","Tenderqueries@sabc.co.za","011-714-4644","N/A","Microsoft Teams meeting on the tender document "," Yes"," NO","N/A"
20119,"RFQ/03/HC/22","Request for Quotation","90 Protea road chislehurston bojanala house - sandton - Johannesburg - 2196","South African Tourism",false,"Thursday, 14 April 2022 - 12:00","Thursday, 07 April 2022","2022-04-07T00:00:00","<not available>","2022-04-14T12:00:00",,"Closed","Education","Grading position C3","Gauteng","Lerato Dlamini","quotes@southafrica.net","011-895-3201","N/A",," NO"," NO","N/A"
19988,"TE/2022/03/0046/RFP","Request for Proposal","Transnet Engineering, Koedoespoort - Kilner Park - Pretoria - 0187","Transnet SOC Ltd",false,"Tuesday, 03 May 2022 - 10:00","Monday, 04 April 2022","2022-04-04T00:00:00","<not available>","2022-05-03T10:00:00",,"Closed","Other service activities","FOR THE SUPPLY/PROVISION OF: FOR CAD/CAE/CAM/PDM SOFTWARE LICENSE RENEWALS AND
MAINTENANCE PREDOMINANTLY USED BY THE MDO (MECHANICAL DESIGN OFFICE) WITHIN
TRANSNET ENGINEERING.","National","Siphokazi Mgubasi","Siphokazi.Mgubasi@transnet.net","012-391-1495","N/A",," NO"," NO","RESPONDENTS ARE TO UPLOAD THEIR BID RESPONSE PROPOSALS ONTO THE TRANSNET SYSTEM AGAINST EACH TENDER
SELECTED (please refer to section 2, paragraph 3 for a detailed process on how to upload submissions):
https://www.transnet.net "
19883,"MWP1054TX","Request for Bid(Open-Tender)","1 Maxwell Drive - Sunninghill - Johannesburg - 2157","ESKOM",false,"Tuesday, 03 May 2022 - 10:00","Thursday, 31 March 2022","2022-03-31T00:00:00","<not available>","2022-05-03T10:00:00",,"Closed","Manufacturing","Publication of names for The Development Phase: The design (functional design, system design and detail design), development, manufacturing, training, testing, delivery, off-loading and erection of a prototype scheme, as well as design base documentation, for Shunt Capacitor and Filter Bank Protection Schemes for Eskom Transmission substations over a period of up to eighteen (18) months. And The Production Phase: The manufacturing, testing, training, supply, delivery, off-loading and site erection of Shunt Capacitor and Filter Bank Protection Schemes and associated Scheme documentation for use in Eskom Transmission, on an “as and when required” basis over a period of four years, with an option to extend for a further four years. ","National","Providence Sedupane","sedupap@eskom.co.za","011-516-7680","086-560-6475",," NO"," NO","Please note that this tender is closed please see attached register for the bidders who responded"
19886,"WC1010TK-R","Request for Bid(Open-Tender)","Eskom Road - Brackenfell - cape town - 7560","ESKOM",false,"Thursday, 21 April 2022 - 10:00","Thursday, 31 March 2022","2022-03-31T00:00:00","<not available>","2022-04-21T10:00:00",,"Closed","Supplies: Electrical Equipment","Re-issue no.1: The Supply and Delivery of SF6 Optical Camera and
Accessories for the Transmission Western Grid","Western Cape","Thandeka Kunene","kunenetn@eskom.co.za","031-710-5111","N/A",," NO"," NO","N/A"
19733,"RFQ/LEGAL/22","Request for Quotation","90 Protea road chislehurston bojanala house - sandton - Johannesburg - 2196","South African Tourism",false,"Monday, 04 April 2022 - 12:00","Monday, 28 March 2022","2022-03-28T00:00:00","<not available>","2022-04-04T12:00:00",,"Closed","Legal and accounting activities","RFQ Legal Requirements Posters","Gauteng","Lerato Dlamini","leratod@southafrica.net","011-895-3201","N/A",," NO"," NO","N/A"
19742,"18/2021","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 28 March 2022 - 11:00","Monday, 28 March 2022","2022-03-28T00:00:00","<not available>","2022-03-28T11:00:00",,"Closed","Construction of buildings","CLOSING REGISTER: THE CONSTRUCTION AND REFURBISHMENT OF THE iSIMANGALISO DREDGER HARBOUR OFFICES PHASE 2, IN THE ST LUCIA SECTION OF THE iSIMANGALISO WETLAND PARK","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","Dear Bidder
Kindly note that the tender number 18/2021 is closed, see attached opening register. "
19684,"RFQ/03/Fac/22","Request for Information","90 Protea road chislehurston bojanala house - sandton - Johannesburg - 2196","South African Tourism",false,"Wednesday, 30 March 2022 - 12:00","Friday, 25 March 2022","2022-03-25T00:00:00","<not available>","2022-03-30T12:00:00",,"Closed","Other service activities","RFQ: Supply, Deliver and Install - Universal Front Flush Close Couple Bottom Inlet Toilet","Gauteng","Lerato Dlamini","leratod@southafrica.net","011-895-3201","N/A",," NO"," NO","N/A"
19693,"CoJ/HLT001/21-22","Request for Proposal",,"City Council of Johannesburg",true,"Friday, 20 May 2022 - 10:30","Friday, 25 March 2022","2022-03-25T00:00:00","Friday, 08 April 2022 - 10:00","2022-05-20T10:30:00","2022-04-08T10:00:00","Closed","Supplies: Electrical Equipment","The Closing for Tender COJ/HLT001/21-22 HAS BEEN EXTENDED FROM 26 APRIL 2022 TO 20 MAY 2022
Appointment of a suitably qualified service provider to build, install, maintain and support a digital environmental health record (DEHR) system for the City of Johannesburg health department for a period of three years","Gauteng","JOSEPH SHIKWAMBANE","Josephsh@joburg.org.za","011-407-6524","011-407-6524","The compulsory briefing session will be held via Teams, potential bidders are required to register b"," Yes","Yes","N/A"
19492,"HO/ICT/10328784/03/2022","Request for Quotation","30 WOLMARANS STREET - BRAAMFONTEIN - JOHANNESBURG - 2017","Passenger Rail Agency of South Africa",false,"Tuesday, 29 March 2022 - 12:00","Friday, 18 March 2022","2022-03-18T00:00:00","<not available>","2022-03-29T12:00:00",,"Closed","Supplies: Computer Equipment","REQUEST FOR QUOTATIONS: SUPPLY AND DELIVERY OF NETWORK EQUIPMENT FOR UMJANTSHI HOUSE, JOHANNESBURG ","Gauteng","MAGGY RAMABI","maggy.ramabi@prasa.com","066-270-2577","N/A",," NO"," NO","N/A"
19217,"T10/2021-2022","Request for Bid(Open-Tender)","33 Campbell street - Barkly-West - Barkly-West - 8375","Dikgatlong Local Municipality",false,"Monday, 11 April 2022 - 11:30","Saturday, 12 March 2022","2022-03-12T00:00:00","<not available>","2022-04-11T11:30:00",,"Closed","Construction","REQUEST FOR PROPOSALS FROM SERVICE PROVIDERS FOR INCLUSION ON A PANEL FOR ELECTRICAL
CONTRACTORS ON A TURNKEY BASIS FOR THE DESIGN, CONSTRUCTION AND MONITORING OF
ELECTRICAL PROJECTS IN DIKGATLONG LOCAL MUNICIPALITY FOR A PERIOD OF THREE (3) YEARS","Northern Cape","Desmond Makaleni","desmond.makaleni@dikgatlong.co.za","053-531-6500","053-531-0624",," NO"," NO","Prospective bidders with the relevant skills and experiences to be able to complete the project"
19011,"17/2021","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Friday, 04 March 2022 - 11:00","Friday, 04 March 2022","2022-03-04T00:00:00","<not available>","2022-03-04T11:00:00",,"Closed","Rental and leasing activities","Tender Closure: Dear Bidder, kindly note that the tender number 17/2021 is closed. See attached submission and closing register. ","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
18934,"iLABS/RFQ 2021/22:236","Request for Quotation","Old Faure Road - Faure - Western Cape - 7129","National Research Foundation",false,"Friday, 18 March 2022 - 11:00","Thursday, 03 March 2022","2022-03-03T00:00:00","<not available>","2022-03-18T11:00:00",,"Closed","Services: General","Provision of Photography, Videography and Related Services for iThemba LABS, Faure, Western Cape for a period of Thirty-six (36) months.","Western Cape","Le Roux / Odwa Mxenge","scm3@tlabs.ac.za","021-843-1000","N/A",," NO"," NO","quotes / proposals must be submitted via email only"
18780,"MTH42/2021","Request for Bid(Open-Tender)","Sutherland Street - MTHATHA - MTHATHA - 5099","Public Works",false,"Monday, 28 February 2022 - 11:00","Monday, 28 February 2022","2022-02-28T00:00:00","<not available>","2022-02-28T11:00:00",,"Closed","Services: Building","LUSIKISIKI MAGISTRATE OFFICE: CONDITION-BASED MAINTENANCE","Eastern Cape","Bulelwa Bara","bulelwa.bara@dpw.gov.za","047-502-7109","N/A",," NO"," NO","N/A"
18638,"CD19B/2022","Request for Proposal","30 Rhodes avenue - Oranjesig - Bloemfonein - 9301","CENTLEC SOC LTD",false,"Wednesday, 30 March 2022 - 11:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-03-30T11:00:00",,"Closed","Services: General","CENTLEC (SOC) Ltd, hereafter referred to as CENTLEC, the Municipal Entity distributing electricity in Mangaung Metro and other Municipalities, invites suitable bidders to bid for the supply and delivery of security clothing and related equipment for a period of thirty-six (36) months","Free State","Palesa Makhele","Palesa.makhele@centlec.co.za","051-412-2753","N/A",," NO"," NO","N/A"
18639,"RFP25/2022","Request for Proposal","30 Rhodes avenue - Oranjesig - Bloemfonein - 9301","CENTLEC SOC LTD",false,"Monday, 28 March 2022 - 11:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-03-28T11:00:00",,"Closed","Services: General","CENTLEC (SOC) Ltd (hereafter referred to as CENTLEC), a Mangaung Metro Municipal Entity, distributing electricity in the Mangaung Metro area and other municipalities, requests proposals to perform Supply Chain Management processes reviews on behalf of the entity. The appointment will be valid for twenty four
(24) months.","Free State","Palesa Makhele","Palesa.makhele@centlec.co.za","051-412-2753","N/A",," NO"," NO","N/A"
18668,"RFQ003/2022","Request for Bid(Open-Tender)","DF Malan Foreshore - Foreshore - Cape Town - 8000","Artscape",false,"Tuesday, 15 March 2022 - 11:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-03-15T11:00:00",,"Closed","Services: Professional","Comprehensive Insurance Broking Service for a period of 36 Months","Western Cape","Vernon van der Linde","vernonv@artscape.co.za","021-410-9800","N/A",," NO"," NO","N/A"
18695,"035/21/22","Request for Bid(Open-Tender)","18 College Street - Polokwane - Polokwane - 0700","Limpopo - Health",false,"Friday, 25 February 2022 - 11:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-02-25T11:00:00",,"Closed","Supplies: Medical","Supply,Delivery,Installation,Acceptance,Commissioning and Maintenance of Urology Laser Machine   in the Limpopo Department Of Health For A Period Of Three Years (36) Months.	","Limpopo","Legodi","Christopher.legodi@dhsd.limpopo.gov.za","015-293-6516","015-293-6516",," NO"," NO","None"
18710,"IYM SCMU 14-2021/2022","Request for Proposal","201 Main Street  - Cofimvaba - Cofimvaba - 5380","Intsika Yethu Local Municipality",false,"Monday, 14 March 2022 - 12:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-03-14T12:00:00",,"Closed","Financial service activities, except insurance and pension funding","Provision for VAT recovery services for a period of one year.","Eastern Cape","F. Bushula","bushulaf@intsikayethu.gov.za","047-874-8750","047-874-0011",," NO"," NO","None"
18711,"IYM SCMU 15-2021/2022","Request for Proposal","201 Main Street  - Cofimvaba - Cofimvaba - 5380","Intsika Yethu Local Municipality",false,"Monday, 14 March 2022 - 12:00","Friday, 25 February 2022","2022-02-25T00:00:00","<not available>","2022-03-14T12:00:00",,"Closed","Financial service activities, except insurance and pension funding","GRAP AND mSCOA Compliant Annual Financial Statements compilation 2021/22 financial year.","Eastern Cape","T. Sixam","sixamt@intsikayethu.gov.za","047-874-8719","047-874-0010",," NO"," NO","None"
18571,"SAHRC 8-2021","Request for Proposal","27 Stiemens street - Braamfontein - Johannesburg - 2017","South African Human Rights Commission",false,"Tuesday, 22 March 2022 - 11:00","Thursday, 24 February 2022","2022-02-24T00:00:00","<not available>","2022-03-22T11:00:00",,"Closed","Services: Functional (Including Cleaning and Security Services)","SAHRC seeks to appoint a suitable service provider to provide security services at the Head Office of the South African Human Rights Commission. This is to ensure that property, information, and employees of the commission are protected by deploying three (3) security officers in. Because the SAHRC is a client orientated institution it receives many aggrieved clients who according to the constitution of the Republic should be handled in a very dignified manner.","National","Tender office","tenderoffice@sahrc.org.za","011-877-3644","N/A",," NO"," NO","N/A"
18614,"MWP1216TX","Request for Proposal","Maxwell Drive - Sunninghill - Johannesburg - 2000","ESKOM",true,"Friday, 18 March 2022 - 10:00","Thursday, 24 February 2022","2022-02-24T00:00:00","Thursday, 03 March 2022 - 10:00","2022-03-18T10:00:00","2022-03-03T10:00:00","Closed","Security and investigation activities","Provision of Security Threat (Crime, Instability) Information Collection and Analysis to Eskom Holdings SOC Ltd for a period one (1) year","Gauteng","Hamilton Ngwenya","ngwenyha@eskom.co.za","013-699-7088","N/A","MS Team"," Yes"," NO","Re-issue Provision of Security Threat (Crime, Instability) Information Collection and Analysis to Eskom Holdings SOC Ltd for a period one (1) year"
18615,"MWP1216TX","Request for Proposal","Maxwell Drive - Sunninghill - Johannesburg - 2000","ESKOM",true,"Friday, 18 March 2022 - 10:00","Thursday, 24 February 2022","2022-02-24T00:00:00","Thursday, 03 March 2022 - 10:00","2022-03-18T10:00:00","2022-03-03T10:00:00","Closed","Security and investigation activities","Provision of Security Threat (Crime, Instability) Information Collection and Analysis to Eskom Holdings SOC Ltd for a period one (1) year","Gauteng","Hamilton Ngwenya","ngwenyha@eskom.co.za","013-699-7088","N/A","MS Team"," Yes"," NO","Re-issue Provision of Security Threat (Crime, Instability) Information Collection and Analysis to Eskom Holdings SOC Ltd for a period one (1) year"
18381,"Notification of Cancelled tenders (Kriel)","Request for Quotation","Bethal-Ogies Road - Kriel - Kriel - 2271","ESKOM",false,"Wednesday, 23 March 2022 - 10:00","Wednesday, 23 February 2022","2022-02-23T00:00:00","<not available>","2022-03-23T10:00:00",,"Closed","Services: General","MPGXC006578 Closed 03.05.2021 Hot Tapping and Line Stopping
MPGXC006588 Closed 10.05.2021 Witbank Additional Transportation Kriel employees","Mpumalanga","A Botha","bothaAB@eskom.co.za","017-615-2653","086-663-0643",," NO"," NO","N/A"
18385,"NCR802.02.2022","Request for Proposal","NATIONAL CREDIT REGULATOR, 127-15TH ROAD, RANDJIESPARK, HALFWAY HOUSE, MIDRAND - MIDRAND - MIDRAND - 1683","National Credit Regulator",true,"Friday, 18 March 2022 - 11:00","Wednesday, 23 February 2022","2022-02-23T00:00:00","Monday, 28 February 2022 - 10:00","2022-03-18T11:00:00","2022-02-28T10:00:00","Closed","Services: Functional (Including Cleaning and Security Services)","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE GUARDING AND ELECTRONIC SECURITY SERVICES TO BOTH THE NCR PREMISES","Gauteng","Procurement","procurement@ncr.org.za","011-554-2713","011-554-2713","NATIONAL CREDIT REGULATOR, 127-15TH ROAD, RANDJIESPARK, HALFWAY HOUSE, MIDRAND"," Yes","Yes","Bidders to ensure they submit all SBD forms and other supporting documents which can be download under NCR802.02.2022 https://www.ncr.org.za/index.php/procument/current-tenders "
18386,"NCR803.02.2022","Request for Proposal","NATIONAL CREDIT REGULATOR, 127-15TH ROAD, RANDJIESPARK, HALFWAY HOUSE, MIDRAND - MIDRAND - MIDRAND - 1683","National Credit Regulator",true,"Monday, 14 March 2022 - 11:00","Wednesday, 23 February 2022","2022-02-23T00:00:00","Tuesday, 01 March 2022 - 10:00","2022-03-14T11:00:00","2022-03-01T10:00:00","Closed","Services: Functional (Including Cleaning and Security Services)","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE CLEANING, HYGIENE, DISINFECTION, PEST CONTROL AND GARDENING SERVICES TO THE NCR PREMISES","National","Procurement","procurement@ncr.org.za","011-554-2713","011-554-2713","NATIONAL CREDIT REGULATOR, 127-15TH ROAD, RANDJIESPARK, HALFWAY HOUSE, MIDRAND"," Yes","Yes","Bidders to ensure they submit all SBD forms and other supporting documents which can be download under NCR803.02.2022 https://www.ncr.org.za/index.php/procument/current-tenders "
18238,"Re advert RFP07/2021","Request for Proposal","30 Rhodes avenue - Oranjesig - Bloemfonein - 9301","CENTLEC SOC LTD",false,"Thursday, 24 March 2022 - 11:00","Monday, 21 February 2022","2022-02-21T00:00:00","<not available>","2022-03-24T11:00:00",,"Closed","Services: General","CENTLEC (SOC) Ltd (hereafter referred to as CENTLEC) a Municipal Entity distributing electricity in Mangaung and other Municipalities invites suitable registered bidder(s) with their professional team, to bid for the supply for the environmental impact process and associated administration for electrical infrastructure in the supply area of CENTLEC for the period of thirty-six (36) months","Free State","Palesa Makhele","Palesa.makhele@centlec.co.za","051-412-2753","N/A",," NO"," NO","N/A"
18000,"Hedp 020/21/21","Request for Bid(Open-Tender)","18 College Street - Polokwane - Polokwane - 0700","Limpopo - Health",true,"Friday, 18 February 2022 - 11:00","Friday, 18 February 2022","2022-02-18T00:00:00","Friday, 18 February 2022 - 11:00","2022-02-18T11:00:00","2022-02-18T11:00:00","Closed","Supplies: Medical","Helicopter Aeromedical Service : Rotary-Wing 24 Hours Operations Comprehensive Service for the Period of 36 Months ","Limpopo","Legodi","Christopher.legodi@dhsd.limpopo.gov.za","015-293-6516","015-293-6516","Virtual"," Yes","Yes","None"
